source,query_or_url,filters,export_or_pull_date,date_basis,row_count,file_path,sha256,duplicate_of,notes
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74270_DC_Permit.pdf,4a039f9e7a524b550885409ab5e7fab8315e6ea1dddad8405de2c1998f19fc7e,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74272_DC_Permit.pdf,6f6ecb482ad6972ae8d775af3e00d3fba64383188499d7903986f80121fba03c,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74273_DC_Permit.pdf,6550a9a9daf88cddce0046062d6c7914b68c040fafd16047d8136a55ddcf2dd2,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74274_DC_Permit.pdf,518281b7e67179d6d62d419ab8123aa701d988f101d25fd7e25b0cda0d6e2fe1,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74276_DC_Permit.pdf,2ecb2a6db023e981e4cffcbc8a8e9f7272481f0313379c20de5b4a0f5da5385c,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74277_DC_Permit.pdf,d9d5922578574e500dfd109ed2dee736717a32a43ad5947ce6727950cca9eea8,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74278_DC_Permit.pdf,5d3058f0185e94b1e9497aa5bbfb5d0ac896d9d46c27dca0cd157358dd67dc60,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/742842_DC_Permit.pdf,06bc6ff0280ea4b06b96678f9b818c41772fce8bf3731ac81976b9b3d8788360,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74287_DC_Permit.pdf,461712193d626d7bacc31c58789656154465adba37b85d051c7d4cadb1de654e,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/742882_DC_Permit.pdf,f77540cdd9bf3688f39e4c7c594d84d9c94348088e2398fcdfd67ebf658d6e5e,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74290_DC_Permit.pdf,5de5459cd141f6ed6231ab475129da3d79d3b5ea27983469f6ffd2d880c21fa4,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74296_DC_Permit.pdf,f5cc8a31196ebc4c258d7adfd9f9d28f82bac7bcda464647e73710180548ea14,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/742992_DC_Permit.pdf,d46c6c536e6e28e29582df38c7b02478893bb2614118bd7171f6f3011b3b831e,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74300_DC_Permit.pdf,37aad4470432ed797eecc5a388500f4acd84cab67bdc6d2fd4091fda43f59e7a,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74301_DC_Permit.pdf,04a1bb59465cb29990eb0e5529c78fc9849c7260b0af6b282fdcf827d1ddb41f,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/743021_DC_Permit.pdf,9f69a36828bee05940b24f8a2a0890485387b4da27f191c34e4c6edea55b2532,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/743062_DC_Permit.pdf,713bab98e6cf2d918d289f508424c9bbd14c2fd2aee0c8268bc737a922dae71e,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/743081_DC_Permit.pdf,a95f1aab378ce67e57287a7013b13e8f51ad6d6c30254217727792f8b6ba60a7,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74309_DC_Permit.pdf,b798923bd1eebb2423910a31ad9b85d6359e32cd5e857a5e43365341afde20f2,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74315_DC_Permit.pdf,581cc8263c72a193689bc4624e7047d56734056b74679040575bacb071df3383,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74317_DC_Permit.pdf,b7efebe32d637ddf4a97aaa7ea3b02477ee8a76b967e368454352a738387d9ab,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/743211_DC_Permit.pdf,6de7dfdabf0cec0accec2d1d62b703c548dbc202e9d8bfff72f6444e30ca8568,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/743232_DC_Permit.pdf,dee0205040232d2e661dfe2bb93e1e8eada149b13f01ce4e33ba18aee88eda6a,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/743292_DC_Permit.pdf,56d9f66a449ffb0a058ca0bf8521f2f67c651043a3925c9798f95ae69578811e,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/743322_DC_Permit.pdf,0a9fd4ca831c456b71e18921df4071ef036d6010412a082252cc1179e9f73b83,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/743331_DC_Permit.pdf,283ceb894d6d0ac8967336348326e6ce9952bb5e3bd53d5125a5985107325f59,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/743351_DC_Permit.pdf,2fbe156fd3edee08bb231359ed750e122ecb349a23257bfb827a78d7cfa9a465,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/743361_DC_Permit.pdf,35244a58a6445ec5b3962d8292464972c160e8ecd90c0754ae76fb855601bc41,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/743371_DC_Permit.pdf,8a0060cc276b9e986a67adb04216f81b7db3cf19636a48fb8779ccd3ebf898ba,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/743381_DC_Permit.pdf,b36bf80fb0abf1e4e7675dc2b042688dcedbaf875e26cbccc0f11c00d3d95037,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/743411_DC_Permit.pdf,6e09b01d116ca7518704ebbb7113e6a3a20af94db59a56f8d979e40c001f7766,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/743421_DC_Permit.pdf,e34a83e1a0ac47e833c3416dbdb643c7a9d9038ef43a433e0a2f1fc7a6495203,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/743481_DC_Permit.pdf,d5c5f44533d3088384c50be209b254a55611b4f6ff0ca32d621107cc9a656bd8,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/743491_DC_Permit.pdf,28851874106620e7bfac9496a6b15743ded5098cf92608c43c50a43a0ad53de2,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/809416_DC_Permit.pdf,858ad7a147c14d56fff9ccf4530a8af23117e7defb9afd1f685a52a4fb7518c5,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/81609_DC_Permit.pdf,cd41ea2ea1609637206e44eda464b1b9a519b672e8f3b02079bfe8d8457e5356,,Local PDF preserves permit text but not its download URL.
U.S. EIA Form EIA-861,URL unverified; delivered consolidated extract,2015-2025,2026-09-19,local_file_modified_date; unverified as pull date,169770.0,data/raw/eia861_sales_ultimate_customers_2015_2025.csv,025e52c4051cd61e38f6c8566882c2c90232a51b2939ac0b05ec8b62abb7846e,,Pull URL and pull date were not delivered.
U.S. EPA daily AQI by county,https://aqs.epa.gov/aqsweb/airdata/download_files.html,Virginia; 2015-2026,2026-09-19,local_file_modified_date; unverified as pull date,99012.0,data/raw/virginia_daily_aqi_by_county_2015_2026.csv,708350fb666c5ddf8d0389c1a8a0ac5327687bae6cf08499d4a611c6e715f2c7,,Source-provided downloaded_on=9/19/2026.
